observation_id,species_name,common_name,date_observed,location,image_url,notes,observer
OBS0996,Felis chaus,Jungle Cat,2025-05-06,Shakarparian Hills,/images/jungle_cat.jpg,Seen basking in sun near rocks.,Sana
OBS0997,Pavo cristatus,Indian Peafowl,2025-05-10,Saidpur Village,/images/indian_peafowl.jpg,Observed with juvenile(s) nearby.,Tariq
OBS0998,Ovis vignei,Urial,2025-05-01,Zoo vicinity,/images/urial.jpg,Flock moving in coordinated pattern.,Nadia
OBS0999,Canis aureus,Golden Jackal,2025-05-06,Rawal Dam,/images/golden_jackal.jpg,Heard distinctive call before visual.,Zeeshan
OBS1000,Milvus migrans,Black Kite,2025-05-08,Zoo vicinity,/images/black_kite.jpg,Unusual behavior noted—possibly nesting.,Rabia
OBS1001,Gyps bengalensis,White-rumped Vulture,2025-05-16,Faisal Mosque,/images/white-rumped_vulture.jpg,Observed feeding near water source.,Manahil
OBS1002,Naja naja,Indian Cobra,2025-05-01,Shah Allah Ditta Caves,/images/indian_cobra.jpg,Flock moving in coordinated pattern.,Shitba
OBS1003,Tragelaphus scriptus,Bushbuck,2025-05-10,Zoo vicinity,/images/bushbuck.jpg,Heard distinctive call before visual.,Ali
OBS1004,Panthera pardus,Common Leopard,2025-05-06,Rawal Dam,/images/common_leopard.jpg,Rare sighting for this time of year.,Sara
OBS1005,Columba livia,Rock Pigeon,2025-05-04,Rawal Dam,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Rare sighting for this time of year.,Ahmed
OBS1006,Francolinus pondicerianus,Grey Francolin,2025-05-16,"Trail 1, Margalla Hills",/images/grey_francolin.jpg,Noticed in canopy while birdwatching.,Zainab
OBS1007,Milvus migrans,Black Kite,2025-05-13,Shakarparian Hills,/images/black_kite.jpg,Frequent visitor to the area.,Omar
OBS1008,Tragelaphus scriptus,Bushbuck,2025-05-04,Saidpur Village,/images/bushbuck.jpg,Heard distinctive call before visual.,Fatima
OBS1009,Alcedo atthis,Common Kingfisher,2025-05-01,Pir Sohawa,/images/common_kingfisher.jpg,Spotted during early morning hike.,Farhan
OBS1010,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-15,"Trail 2, Margalla Hills",/images/asian_palm_civet.jpg,Noticed in canopy while birdwatching.,Aisha
OBS1011,Pavo cristatus,Indian Peafowl,2025-05-05,Faisal Mosque,/images/indian_peafowl.jpg,Unusual behavior noted—possibly nesting.,Bilal
OBS1012,Felis chaus,Jungle Cat,2025-05-11,Shakarparian Hills,/images/jungle_cat.jpg,Unusual behavior noted—possibly nesting.,Hina
OBS1013,Phoenicurus ochruros,Black Redstart,2025-05-05,"Trail 4, Margalla Hills",/images/black_redstart.jpg,Seen basking in sun near rocks.,Kashif
OBS1014,Milvus migrans,Black Kite,2025-05-03,"Trail 4, Margalla Hills",/images/black_kite.jpg,Observed feeding near water source.,Nida
OBS1015,Columba livia,Rock Pigeon,2025-05-01,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Observed with juvenile(s) nearby.,Usman
OBS1016,Columba livia,Rock Pigeon,2025-05-09,Faisal Mosque,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Frequent visitor to the area.,Sana
OBS1017,Francolinus pondicerianus,Grey Francolin,2025-05-09,Daman-e-Koh,/images/grey_francolin.jpg,Frequent visitor to the area.,Tariq
OBS1018,Naja naja,Indian Cobra,2025-05-09,Daman-e-Koh,/images/indian_cobra.jpg,Heard distinctive call before visual.,Nadia
OBS1019,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-12,Shakarparian Hills,/images/asian_palm_civet.jpg,Spotted during early morning hike.,Zeeshan
OBS1020,Hystrix indica,Indian Crested Porcupine,2025-05-12,"Trail 2, Margalla Hills",/images/indian_crested_porcupine.jpg,Noticed in canopy while birdwatching.,Rabia
OBS1021,Naja naja,Indian Cobra,2025-05-07,Rawal Dam,/images/indian_cobra.jpg,Unusual behavior noted—possibly nesting.,Manahil
OBS1022,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-12,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Flock moving in coordinated pattern.,Shitba
OBS1023,Axis axis,Chital Deer,2025-05-07,Rawal Dam,/images/chital_deer.jpg,Rare sighting for this time of year.,Ali
OBS1024,Columba livia,Rock Pigeon,2025-05-11,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Seen basking in sun near rocks.,Sara
OBS1025,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-03,"Trail 3, Margalla Hills",/images/asian_palm_civet.jpg,Observed feeding near water source.,Ahmed
OBS1026,Hystrix indica,Indian Crested Porcupine,2025-05-06,Rawal Dam,/images/indian_crested_porcupine.jpg,Observed feeding near water source.,Zainab
OBS1027,Manis crassicaudata,Indian Pangolin,2025-05-08,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Unusual behavior noted—possibly nesting.,Omar
OBS1028,Psittacula krameri,Rose-ringed Parakeet,2025-05-07,Shakarparian Hills,/images/rose-ringed_parakeet.jpg,Rare sighting for this time of year.,Fatima
OBS1029,Tragelaphus scriptus,Bushbuck,2025-05-14,Daman-e-Koh,/images/bushbuck.jpg,Rare sighting for this time of year.,Farhan
OBS1030,Tragelaphus scriptus,Bushbuck,2025-05-04,"Trail 3, Margalla Hills",/images/bushbuck.jpg,Heard distinctive call before visual.,Aisha
OBS1031,Aquila rapax,Tawny Eagle,2025-05-04,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Observed with juvenile(s) nearby.,Bilal
OBS1032,Psittacula krameri,Rose-ringed Parakeet,2025-05-06,Rawal Dam,/images/rose-ringed_parakeet.jpg,Observed with juvenile(s) nearby.,Hina
OBS1033,Ovis vignei,Urial,2025-05-12,"Trail 3, Margalla Hills",/images/urial.jpg,Frequent visitor to the area.,Kashif
OBS1034,Axis axis,Chital Deer,2025-05-12,Zoo vicinity,/images/chital_deer.jpg,Seen basking in sun near rocks.,Nida
OBS1035,Ovis vignei,Urial,2025-05-15,Shakarparian Hills,/images/urial.jpg,Observed with juvenile(s) nearby.,Usman
OBS1036,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-06,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Frequent visitor to the area.,Sana
OBS1037,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-07,Rawal Lake,/images/asian_palm_civet.jpg,Spotted during early morning hike.,Tariq
OBS1038,Axis axis,Chital Deer,2025-05-04,Pir Sohawa,/images/chital_deer.jpg,Unusual behavior noted—possibly nesting.,Nadia
OBS1039,Columba livia,Rock Pigeon,2025-05-01,"Trail 4, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Unusual behavior noted—possibly nesting.,Zeeshan
OBS1040,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-15,Rawal Lake,/images/asian_palm_civet.jpg,Rare sighting for this time of year.,Rabia
OBS1041,Strix aluco,Tawny Owl,2025-05-06,Islamabad University Forest Area,/images/tawny_owl.jpg,Observed feeding near water source.,Manahil
OBS1042,Aythya fuligula,Tufted Duck,2025-05-03,"Trail 4, Margalla Hills",/images/tufted_duck.jpg,Observed with juvenile(s) nearby.,Shitba
OBS1043,Alcedo atthis,Common Kingfisher,2025-05-12,Rawal Dam,/images/common_kingfisher.jpg,Observed with juvenile(s) nearby.,Ali
OBS1044,Canis aureus,Golden Jackal,2025-05-15,"Trail 3, Margalla Hills",/images/golden_jackal.jpg,Heard distinctive call before visual.,Sara
OBS1045,Axis axis,Chital Deer,2025-05-13,"Trail 3, Margalla Hills",/images/chital_deer.jpg,Flock moving in coordinated pattern.,Ahmed
OBS1046,Panthera pardus,Common Leopard,2025-05-02,"Trail 1, Margalla Hills",/images/common_leopard.jpg,Heard distinctive call before visual.,Zainab
OBS1047,Phoenicurus ochruros,Black Redstart,2025-05-08,Faisal Mosque,/images/black_redstart.jpg,Observed with juvenile(s) nearby.,Omar
OBS1048,Dendrocygna javanica,Lesser Whistling Duck,2025-05-16,Rawal Lake,/images/lesser_whistling_duck.jpg,Noticed in canopy while birdwatching.,Fatima
OBS1049,Strix aluco,Tawny Owl,2025-05-07,Rawal Dam,/images/tawny_owl.jpg,Observed with juvenile(s) nearby.,Farhan
OBS1050,Panthera pardus,Common Leopard,2025-05-12,Pir Sohawa,/images/common_leopard.jpg,Seen basking in sun near rocks.,Aisha
OBS1051,Ceryle rudis,Pied Kingfisher,2025-05-09,Islamabad University Forest Area,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Rare sighting for this time of year.,Bilal
OBS1052,Tragelaphus scriptus,Bushbuck,2025-05-15,Rawal Dam,/images/bushbuck.jpg,Frequent visitor to the area.,Hina
OBS1053,Lutra lutra,Eurasian Otter,2025-05-12,Rawal Dam,/images/eurasian_otter.jpg,Unusual behavior noted—possibly nesting.,Kashif
OBS1054,Manis crassicaudata,Indian Pangolin,2025-05-05,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Heard distinctive call before visual.,Nida
OBS1055,Hirundo rustica,Barn Swallow,2025-05-16,Zoo vicinity,/images/barn_swallow.jpg,Frequent visitor to the area.,Usman
OBS1056,Naja naja,Indian Cobra,2025-05-10,Rawal Dam,/images/indian_cobra.jpg,Rare sighting for this time of year.,Sana
OBS1057,Varanus bengalensis,Bengal Monitor,2025-05-02,Rawal Dam,/images/bengal_monitor.jpg,Flock moving in coordinated pattern.,Tariq
OBS1058,Lutra lutra,Eurasian Otter,2025-05-15,"Trail 3, Margalla Hills",/images/eurasian_otter.jpg,Rare sighting for this time of year.,Nadia
OBS1059,Ceryle rudis,Pied Kingfisher,2025-05-03,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Heard distinctive call before visual.,Zeeshan
OBS1060,Dendrocygna javanica,Lesser Whistling Duck,2025-05-11,"Trail 1, Margalla Hills",/images/lesser_whistling_duck.jpg,Seen basking in sun near rocks.,Rabia
OBS1061,Felis chaus,Jungle Cat,2025-05-04,Rawal Lake,/images/jungle_cat.jpg,Observed with juvenile(s) nearby.,Manahil
OBS1062,Phoenicurus ochruros,Black Redstart,2025-05-01,"Trail 2, Margalla Hills",/images/black_redstart.jpg,Observed with juvenile(s) nearby.,Shitba
OBS1063,Hirundo rustica,Barn Swallow,2025-05-08,Shakarparian Hills,/images/barn_swallow.jpg,Observed feeding near water source.,Ali
OBS1064,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-16,Zoo vicinity,/images/asian_palm_civet.jpg,Observed feeding near water source.,Sara
OBS1065,Canis aureus,Golden Jackal,2025-05-02,"Trail 3, Margalla Hills",/images/golden_jackal.jpg,Unusual behavior noted—possibly nesting.,Ahmed
OBS1066,Phoenicurus ochruros,Black Redstart,2025-05-11,"Trail 3, Margalla Hills",/images/black_redstart.jpg,Spotted during early morning hike.,Zainab
OBS1067,Manis crassicaudata,Indian Pangolin,2025-05-05,Islamabad University Forest Area,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Observed with juvenile(s) nearby.,Omar
OBS1068,Milvus migrans,Black Kite,2025-05-15,Zoo vicinity,/images/black_kite.jpg,Noticed in canopy while birdwatching.,Fatima
OBS1069,Pavo cristatus,Indian Peafowl,2025-05-12,Rawal Lake,/images/indian_peafowl.jpg,Unusual behavior noted—possibly nesting.,Farhan
OBS1070,Dendrocygna javanica,Lesser Whistling Duck,2025-05-15,"Trail 1, Margalla Hills",/images/lesser_whistling_duck.jpg,Flock moving in coordinated pattern.,Aisha
OBS1071,Tragelaphus scriptus,Bushbuck,2025-05-13,Pir Sohawa,/images/bushbuck.jpg,Rare sighting for this time of year.,Bilal
OBS1072,Felis chaus,Jungle Cat,2025-05-09,Islamabad University Forest Area,/images/jungle_cat.jpg,Seen basking in sun near rocks.,Hina
OBS1073,Aquila rapax,Tawny Eagle,2025-05-14,Rawal Lake,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Spotted during early morning hike.,Kashif
OBS1074,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-06,Faisal Mosque,/images/asian_palm_civet.jpg,Observed with juvenile(s) nearby.,Nida
OBS1075,Francolinus pondicerianus,Grey Francolin,2025-05-07,Rawal Dam,/images/grey_francolin.jpg,Heard distinctive call before visual.,Usman
OBS1076,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-02,Rawal Lake,/images/asian_palm_civet.jpg,Noticed in canopy while birdwatching.,Sana
OBS1077,Aquila rapax,Tawny Eagle,2025-05-08,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Observed with juvenile(s) nearby.,Tariq
OBS1078,Alcedo atthis,Common Kingfisher,2025-05-02,"Trail 3, Margalla Hills",/images/common_kingfisher.jpg,Flock moving in coordinated pattern.,Nadia
OBS1079,Panthera pardus,Common Leopard,2025-05-02,Zoo vicinity,/images/common_leopard.jpg,Seen basking in sun near rocks.,Zeeshan
OBS1080,Macaca mulatta,Rhesus Macaque,2025-05-03,Saidpur Village,/images/rhesus_macaque.jpg,Heard distinctive call before visual.,Rabia
OBS1081,Axis axis,Chital Deer,2025-05-12,Shah Allah Ditta Caves,/images/chital_deer.jpg,Unusual behavior noted—possibly nesting.,Manahil
OBS1082,Naja naja,Indian Cobra,2025-05-15,"Trail 3, Margalla Hills",/images/indian_cobra.jpg,Unusual behavior noted—possibly nesting.,Shitba
OBS1083,Ceryle rudis,Pied Kingfisher,2025-05-15,Faisal Mosque,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Frequent visitor to the area.,Ali
OBS1084,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-13,"Trail 1, Margalla Hills",/images/asian_palm_civet.jpg,Observed feeding near water source.,Sara
OBS1085,Phoenicurus ochruros,Black Redstart,2025-05-09,Faisal Mosque,/images/black_redstart.jpg,Noticed in canopy while birdwatching.,Ahmed
OBS1086,Lutra lutra,Eurasian Otter,2025-05-04,Rawal Dam,/images/eurasian_otter.jpg,Unusual behavior noted—possibly nesting.,Zainab
OBS1087,Hirundo rustica,Barn Swallow,2025-05-12,"Trail 3, Margalla Hills",/images/barn_swallow.jpg,Flock moving in coordinated pattern.,Omar
OBS1088,Aythya fuligula,Tufted Duck,2025-05-07,Rawal Dam,/images/tufted_duck.jpg,Flock moving in coordinated pattern.,Fatima
OBS1089,Herpestes edwardsii,Indian Grey Mongoose,2025-05-05,Islamabad University Forest Area,/images/indian_grey_mongoose.jpg,Flock moving in coordinated pattern.,Farhan
OBS1090,Gyps bengalensis,White-rumped Vulture,2025-05-09,Shah Allah Ditta Caves,/images/white-rumped_vulture.jpg,Observed with juvenile(s) nearby.,Aisha
OBS1091,Aquila rapax,Tawny Eagle,2025-05-03,Islamabad University Forest Area,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Seen basking in sun near rocks.,Bilal
OBS1092,Hystrix indica,Indian Crested Porcupine,2025-05-16,Faisal Mosque,/images/indian_crested_porcupine.jpg,Rare sighting for this time of year.,Hina
OBS1093,Gyps bengalensis,White-rumped Vulture,2025-05-04,"Trail 3, Margalla Hills",/images/white-rumped_vulture.jpg,Seen basking in sun near rocks.,Kashif
OBS1094,Lutra lutra,Eurasian Otter,2025-05-07,"Trail 3, Margalla Hills",/images/eurasian_otter.jpg,Noticed in canopy while birdwatching.,Nida
OBS1095,Canis aureus,Golden Jackal,2025-05-11,Daman-e-Koh,/images/golden_jackal.jpg,Rare sighting for this time of year.,Usman
OBS1096,Alcedo atthis,Common Kingfisher,2025-05-01,Zoo vicinity,/images/common_kingfisher.jpg,Observed with juvenile(s) nearby.,Sana
OBS1097,Pavo cristatus,Indian Peafowl,2025-05-06,Saidpur Village,/images/indian_peafowl.jpg,Observed feeding near water source.,Tariq
OBS1098,Varanus bengalensis,Bengal Monitor,2025-05-14,Shah Allah Ditta Caves,/images/bengal_monitor.jpg,Observed with juvenile(s) nearby.,Nadia
OBS1099,Naja naja,Indian Cobra,2025-05-13,"Trail 3, Margalla Hills",/images/indian_cobra.jpg,Unusual behavior noted—possibly nesting.,Zeeshan
OBS1100,Alcedo atthis,Common Kingfisher,2025-05-05,Pir Sohawa,/images/common_kingfisher.jpg,Seen basking in sun near rocks.,Rabia
OBS1101,Dendrocygna javanica,Lesser Whistling Duck,2025-05-02,"Trail 3, Margalla Hills",/images/lesser_whistling_duck.jpg,Observed feeding near water source.,Manahil
OBS1102,Columba livia,Rock Pigeon,2025-05-13,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Frequent visitor to the area.,Shitba
OBS1103,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-15,"Trail 4, Margalla Hills",/images/asian_palm_civet.jpg,Heard distinctive call before visual.,Ali
OBS1104,Tragelaphus scriptus,Bushbuck,2025-05-06,"Trail 4, Margalla Hills",/images/bushbuck.jpg,Rare sighting for this time of year.,Sara
OBS1105,Axis axis,Chital Deer,2025-05-01,"Trail 2, Margalla Hills",/images/chital_deer.jpg,Seen basking in sun near rocks.,Ahmed
OBS1106,Pavo cristatus,Indian Peafowl,2025-05-04,Saidpur Village,/images/indian_peafowl.jpg,Seen basking in sun near rocks.,Zainab
OBS1107,Axis axis,Chital Deer,2025-05-06,Rawal Lake,/images/chital_deer.jpg,Flock moving in coordinated pattern.,Omar
OBS1108,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-13,Daman-e-Koh,/images/asian_palm_civet.jpg,Observed feeding near water source.,Fatima
OBS1109,Canis aureus,Golden Jackal,2025-05-04,Rawal Dam,/images/golden_jackal.jpg,Heard distinctive call before visual.,Farhan
OBS1110,Panthera pardus,Common Leopard,2025-05-01,Faisal Mosque,/images/common_leopard.jpg,Observed feeding near water source.,Aisha
OBS1111,Varanus bengalensis,Bengal Monitor,2025-05-05,Saidpur Village,/images/bengal_monitor.jpg,Observed with juvenile(s) nearby.,Bilal
OBS1112,Ceryle rudis,Pied Kingfisher,2025-05-15,Faisal Mosque,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Rare sighting for this time of year.,Hina
OBS1113,Aquila rapax,Tawny Eagle,2025-05-09,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Observed feeding near water source.,Kashif
OBS1114,Pavo cristatus,Indian Peafowl,2025-05-12,Shakarparian Hills,/images/indian_peafowl.jpg,Frequent visitor to the area.,Nida
OBS1115,Lutra lutra,Eurasian Otter,2025-05-14,Shakarparian Hills,/images/eurasian_otter.jpg,Noticed in canopy while birdwatching.,Usman
OBS1116,Francolinus pondicerianus,Grey Francolin,2025-05-03,Zoo vicinity,/images/grey_francolin.jpg,Observed with juvenile(s) nearby.,Sana
OBS1117,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-02,"Trail 3, Margalla Hills",/images/asian_palm_civet.jpg,Seen basking in sun near rocks.,Tariq
OBS1118,Macaca mulatta,Rhesus Macaque,2025-05-02,"Trail 4, Margalla Hills",/images/rhesus_macaque.jpg,Noticed in canopy while birdwatching.,Nadia
OBS1119,Axis axis,Chital Deer,2025-05-11,Rawal Lake,/images/chital_deer.jpg,Unusual behavior noted—possibly nesting.,Zeeshan
OBS1120,Axis axis,Chital Deer,2025-05-07,Zoo vicinity,/images/chital_deer.jpg,Unusual behavior noted—possibly nesting.,Rabia
OBS1121,Aythya fuligula,Tufted Duck,2025-05-13,"Trail 1, Margalla Hills",/images/tufted_duck.jpg,Unusual behavior noted—possibly nesting.,Manahil
OBS1122,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-01,"Trail 2, Margalla Hills",/images/asian_palm_civet.jpg,Frequent visitor to the area.,Shitba
OBS1123,Panthera pardus,Common Leopard,2025-05-04,Rawal Dam,/images/common_leopard.jpg,Rare sighting for this time of year.,Ali
OBS1124,Varanus bengalensis,Bengal Monitor,2025-05-14,Saidpur Village,/images/bengal_monitor.jpg,Observed feeding near water source.,Sara
OBS1125,Axis axis,Chital Deer,2025-05-14,Shah Allah Ditta Caves,/images/chital_deer.jpg,Frequent visitor to the area.,Ahmed
OBS1126,Hystrix indica,Indian Crested Porcupine,2025-05-02,Shakarparian Hills,/images/indian_crested_porcupine.jpg,Observed with juvenile(s) nearby.,Zainab
OBS1127,Hystrix indica,Indian Crested Porcupine,2025-05-02,"Trail 3, Margalla Hills",/images/indian_crested_porcupine.jpg,Seen basking in sun near rocks.,Omar
OBS1128,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-07,"Trail 2, Margalla Hills",/images/asian_palm_civet.jpg,Unusual behavior noted—possibly nesting.,Fatima
OBS1129,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-10,Pir Sohawa,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Rare sighting for this time of year.,Farhan
OBS1130,Columba livia,Rock Pigeon,2025-05-11,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Frequent visitor to the area.,Aisha
OBS1131,Axis axis,Chital Deer,2025-05-01,Shakarparian Hills,/images/chital_deer.jpg,Seen basking in sun near rocks.,Bilal
OBS1132,Milvus migrans,Black Kite,2025-05-12,"Trail 1, Margalla Hills",/images/black_kite.jpg,Seen basking in sun near rocks.,Hina
OBS1133,Axis axis,Chital Deer,2025-05-06,Saidpur Village,/images/chital_deer.jpg,Heard distinctive call before visual.,Kashif
OBS1134,Ovis vignei,Urial,2025-05-13,Daman-e-Koh,/images/urial.jpg,Seen basking in sun near rocks.,Nida
OBS1135,Lutra lutra,Eurasian Otter,2025-05-15,Zoo vicinity,/images/eurasian_otter.jpg,Noticed in canopy while birdwatching.,Usman
OBS1136,Panthera pardus,Common Leopard,2025-05-01,Rawal Dam,/images/common_leopard.jpg,Observed feeding near water source.,Sana
OBS1137,Canis aureus,Golden Jackal,2025-05-02,Daman-e-Koh,/images/golden_jackal.jpg,Flock moving in coordinated pattern.,Tariq
OBS1138,Panthera pardus,Common Leopard,2025-05-03,Daman-e-Koh,/images/common_leopard.jpg,Seen basking in sun near rocks.,Nadia
OBS1139,Ceryle rudis,Pied Kingfisher,2025-05-08,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Noticed in canopy while birdwatching.,Zeeshan
OBS1140,Herpestes edwardsii,Indian Grey Mongoose,2025-05-02,"Trail 4, Margalla Hills",/images/indian_grey_mongoose.jpg,Observed with juvenile(s) nearby.,Rabia
OBS1141,Pavo cristatus,Indian Peafowl,2025-05-13,Rawal Lake,/images/indian_peafowl.jpg,Observed feeding near water source.,Manahil
OBS1142,Canis aureus,Golden Jackal,2025-05-07,"Trail 2, Margalla Hills",/images/golden_jackal.jpg,Observed with juvenile(s) nearby.,Shitba
OBS1143,Canis aureus,Golden Jackal,2025-05-12,Zoo vicinity,/images/golden_jackal.jpg,Noticed in canopy while birdwatching.,Ali
OBS1144,Manis crassicaudata,Indian Pangolin,2025-05-03,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Heard distinctive call before visual.,Sara
OBS1145,Gyps bengalensis,White-rumped Vulture,2025-05-03,Saidpur Village,/images/white-rumped_vulture.jpg,Frequent visitor to the area.,Ahmed
OBS1146,Dendrocygna javanica,Lesser Whistling Duck,2025-05-01,Zoo vicinity,/images/lesser_whistling_duck.jpg,Observed with juvenile(s) nearby.,Zainab
OBS1147,Hystrix indica,Indian Crested Porcupine,2025-05-07,Daman-e-Koh,/images/indian_crested_porcupine.jpg,Frequent visitor to the area.,Omar
OBS1148,Felis chaus,Jungle Cat,2025-05-13,Shakarparian Hills,/images/jungle_cat.jpg,Unusual behavior noted—possibly nesting.,Fatima
OBS1149,Alcedo atthis,Common Kingfisher,2025-05-10,Zoo vicinity,/images/common_kingfisher.jpg,Noticed in canopy while birdwatching.,Farhan
OBS1150,Tragelaphus scriptus,Bushbuck,2025-05-02,Islamabad University Forest Area,/images/bushbuck.jpg,Spotted during early morning hike.,Aisha
OBS1151,Naja naja,Indian Cobra,2025-05-10,Shakarparian Hills,/images/indian_cobra.jpg,Rare sighting for this time of year.,Bilal
OBS1152,Alcedo atthis,Common Kingfisher,2025-05-01,Pir Sohawa,/images/common_kingfisher.jpg,Noticed in canopy while birdwatching.,Hina
OBS1153,Hystrix indica,Indian Crested Porcupine,2025-05-07,Shah Allah Ditta Caves,/images/indian_crested_porcupine.jpg,Spotted during early morning hike.,Kashif
OBS1154,Alcedo atthis,Common Kingfisher,2025-05-09,Shakarparian Hills,/images/common_kingfisher.jpg,Seen basking in sun near rocks.,Nida
OBS1155,Francolinus pondicerianus,Grey Francolin,2025-05-12,"Trail 2, Margalla Hills",/images/grey_francolin.jpg,Noticed in canopy while birdwatching.,Usman
OBS1156,Panthera pardus,Common Leopard,2025-05-15,"Trail 4, Margalla Hills",/images/common_leopard.jpg,Observed feeding near water source.,Sana
OBS1157,Francolinus pondicerianus,Grey Francolin,2025-05-14,Faisal Mosque,/images/grey_francolin.jpg,Flock moving in coordinated pattern.,Tariq
OBS1158,Felis chaus,Jungle Cat,2025-05-12,"Trail 3, Margalla Hills",/images/jungle_cat.jpg,Rare sighting for this time of year.,Nadia
OBS1159,Psittacula krameri,Rose-ringed Parakeet,2025-05-06,"Trail 4, Margalla Hills",/images/rose-ringed_parakeet.jpg,Heard distinctive call before visual.,Zeeshan
OBS1160,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-12,"Trail 1, Margalla Hills",/images/asian_palm_civet.jpg,Spotted during early morning hike.,Rabia
OBS1161,Manis crassicaudata,Indian Pangolin,2025-05-07,Islamabad University Forest Area,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Spotted during early morning hike.,Manahil
OBS1162,Buceros bicornis,Great Hornbill,2025-05-09,"Trail 3, Margalla Hills",/images/great_hornbill.jpg,Seen basking in sun near rocks.,Shitba
OBS1163,Strix aluco,Tawny Owl,2025-05-08,Zoo vicinity,/images/tawny_owl.jpg,Frequent visitor to the area.,Ali
OBS1164,Aquila rapax,Tawny Eagle,2025-05-07,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Seen basking in sun near rocks.,Sara
OBS1165,Milvus migrans,Black Kite,2025-05-12,"Trail 3, Margalla Hills",/images/black_kite.jpg,Observed feeding near water source.,Ahmed
OBS1166,Hirundo rustica,Barn Swallow,2025-05-10,Zoo vicinity,/images/barn_swallow.jpg,Observed feeding near water source.,Zainab
OBS1167,Felis chaus,Jungle Cat,2025-05-04,Zoo vicinity,/images/jungle_cat.jpg,Seen basking in sun near rocks.,Omar
OBS1168,Tragelaphus scriptus,Bushbuck,2025-05-13,Daman-e-Koh,/images/bushbuck.jpg,Spotted during early morning hike.,Fatima
