observation_id,species_name,common_name,date_observed,location,image_url,notes
OBS0869,Alcedo atthis,Common Kingfisher,2025-05-14,"Trail 2, Margalla Hills",/images/common_kingfisher.jpg,Observed feeding near water source.
OBS0870,Felis chaus,Jungle Cat,2025-05-14,"Trail 4, Margalla Hills",/images/jungle_cat.jpg,Flock moving in coordinated pattern.
OBS0871,Aythya fuligula,Tufted Duck,2025-05-16,Shakarparian Hills,/images/tufted_duck.jpg,Flock moving in coordinated pattern.
OBS0872,Ceryle rudis,Pied Kingfisher,2025-05-13,Rawal Dam,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Unusual behavior noted—possibly nesting.
OBS0873,Naja naja,Indian Cobra,2025-05-14,Shakarparian Hills,/images/indian_cobra.jpg,Observed with juvenile(s) nearby.
OBS0874,Hirundo rustica,Barn Swallow,2025-05-14,Rawal Lake,/images/barn_swallow.jpg,Rare sighting for this time of year.
OBS0875,Hirundo rustica,Barn Swallow,2025-05-03,Pir Sohawa,/images/barn_swallow.jpg,Unusual behavior noted—possibly nesting.
OBS0876,Lutra lutra,Eurasian Otter,2025-05-10,"Trail 1, Margalla Hills",/images/eurasian_otter.jpg,Rare sighting for this time of year.
OBS0877,Phoenicurus ochruros,Black Redstart,2025-05-07,Saidpur Village,/images/black_redstart.jpg,Spotted during early morning hike.
OBS0878,Psittacula krameri,Rose-ringed Parakeet,2025-05-16,Shah Allah Ditta Caves,/images/rose-ringed_parakeet.jpg,Spotted during early morning hike.
OBS0879,Ceryle rudis,Pied Kingfisher,2025-05-06,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Rare sighting for this time of year.
OBS0880,Manis crassicaudata,Indian Pangolin,2025-05-03,"Trail 3, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Heard distinctive call before visual.
OBS0881,Aquila rapax,Tawny Eagle,2025-05-05,Rawal Lake,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Heard distinctive call before visual.
OBS0882,Panthera pardus,Common Leopard,2025-05-08,Saidpur Village,/images/common_leopard.jpg,Rare sighting for this time of year.
OBS0883,Aquila rapax,Tawny Eagle,2025-05-05,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Heard distinctive call before visual.
OBS0884,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-01,Zoo vicinity,/images/asian_palm_civet.jpg,Noticed in canopy while birdwatching.
OBS0885,Herpestes edwardsii,Indian Grey Mongoose,2025-05-03,Shakarparian Hills,/images/indian_grey_mongoose.jpg,Noticed in canopy while birdwatching.
OBS0886,Axis axis,Chital Deer,2025-05-06,Islamabad University Forest Area,/images/chital_deer.jpg,Spotted during early morning hike.
OBS0887,Gyps bengalensis,White-rumped Vulture,2025-05-14,"Trail 4, Margalla Hills",/images/white-rumped_vulture.jpg,Rare sighting for this time of year.
OBS0888,Varanus bengalensis,Bengal Monitor,2025-05-04,"Trail 3, Margalla Hills",/images/bengal_monitor.jpg,Flock moving in coordinated pattern.
OBS0889,Milvus migrans,Black Kite,2025-05-13,Saidpur Village,/images/black_kite.jpg,Rare sighting for this time of year.
OBS0890,Columba livia,Rock Pigeon,2025-05-06,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Noticed in canopy while birdwatching.
OBS0891,Francolinus pondicerianus,Grey Francolin,2025-05-13,"Trail 4, Margalla Hills",/images/grey_francolin.jpg,Unusual behavior noted—possibly nesting.
OBS0892,Ceryle rudis,Pied Kingfisher,2025-05-16,Zoo vicinity,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Spotted during early morning hike.
OBS0893,Axis axis,Chital Deer,2025-05-09,Shakarparian Hills,/images/chital_deer.jpg,Rare sighting for this time of year.
OBS0894,Ceryle rudis,Pied Kingfisher,2025-05-14,Rawal Dam,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Heard distinctive call before visual.
OBS0895,Axis axis,Chital Deer,2025-05-14,"Trail 1, Margalla Hills",/images/chital_deer.jpg,Frequent visitor to the area.
OBS0896,Gyps bengalensis,White-rumped Vulture,2025-05-05,Shah Allah Ditta Caves,/images/white-rumped_vulture.jpg,Seen basking in sun near rocks.
OBS0897,Dendrocygna javanica,Lesser Whistling Duck,2025-05-02,Shakarparian Hills,/images/lesser_whistling_duck.jpg,Observed feeding near water source.
OBS0898,Hirundo rustica,Barn Swallow,2025-05-01,Rawal Lake,/images/barn_swallow.jpg,Seen basking in sun near rocks.
OBS0899,Francolinus pondicerianus,Grey Francolin,2025-05-09,Shah Allah Ditta Caves,/images/grey_francolin.jpg,Rare sighting for this time of year.
OBS0900,Milvus migrans,Black Kite,2025-05-14,Islamabad University Forest Area,/images/black_kite.jpg,Frequent visitor to the area.
OBS0901,Milvus migrans,Black Kite,2025-05-16,"Trail 3, Margalla Hills",/images/black_kite.jpg,Seen basking in sun near rocks.
OBS0902,Tragelaphus scriptus,Bushbuck,2025-05-04,Daman-e-Koh,/images/bushbuck.jpg,Observed with juvenile(s) nearby.
OBS0903,Ceryle rudis,Pied Kingfisher,2025-05-06,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Frequent visitor to the area.
OBS0904,Phoenicurus ochruros,Black Redstart,2025-05-13,Pir Sohawa,/images/black_redstart.jpg,Seen basking in sun near rocks.
OBS0905,Francolinus pondicerianus,Grey Francolin,2025-05-10,"Trail 3, Margalla Hills",/images/grey_francolin.jpg,Seen basking in sun near rocks.
OBS0906,Phoenicurus ochruros,Black Redstart,2025-05-16,Faisal Mosque,/images/black_redstart.jpg,Observed with juvenile(s) nearby.
OBS0907,Dendrocygna javanica,Lesser Whistling Duck,2025-05-03,Islamabad University Forest Area,/images/lesser_whistling_duck.jpg,Observed feeding near water source.
OBS0908,Hirundo rustica,Barn Swallow,2025-05-10,Daman-e-Koh,/images/barn_swallow.jpg,Seen basking in sun near rocks.
OBS0909,Herpestes edwardsii,Indian Grey Mongoose,2025-05-10,Rawal Lake,/images/indian_grey_mongoose.jpg,Frequent visitor to the area.
OBS0910,Ceryle rudis,Pied Kingfisher,2025-05-15,Rawal Dam,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Heard distinctive call before visual.
OBS0911,Manis crassicaudata,Indian Pangolin,2025-05-06,"Trail 3, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Frequent visitor to the area.
OBS0912,Aquila rapax,Tawny Eagle,2025-05-10,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Noticed in canopy while birdwatching.
OBS0913,Aythya fuligula,Tufted Duck,2025-05-12,"Trail 1, Margalla Hills",/images/tufted_duck.jpg,Observed with juvenile(s) nearby.
OBS0914,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-06,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Noticed in canopy while birdwatching.
OBS0915,Panthera pardus,Common Leopard,2025-05-04,Islamabad University Forest Area,/images/common_leopard.jpg,Rare sighting for this time of year.
OBS0916,Lutra lutra,Eurasian Otter,2025-05-10,"Trail 3, Margalla Hills",/images/eurasian_otter.jpg,Noticed in canopy while birdwatching.
OBS0917,Macaca mulatta,Rhesus Macaque,2025-05-10,"Trail 4, Margalla Hills",/images/rhesus_macaque.jpg,Heard distinctive call before visual.
OBS0918,Strix aluco,Tawny Owl,2025-05-09,Zoo vicinity,/images/tawny_owl.jpg,Observed feeding near water source.
OBS0919,Macaca mulatta,Rhesus Macaque,2025-05-06,Islamabad University Forest Area,/images/rhesus_macaque.jpg,Seen basking in sun near rocks.
OBS0920,Psittacula krameri,Rose-ringed Parakeet,2025-05-10,"Trail 1, Margalla Hills",/images/rose-ringed_parakeet.jpg,Spotted during early morning hike.
OBS0921,Columba livia,Rock Pigeon,2025-05-01,Faisal Mosque,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Rare sighting for this time of year.
OBS0922,Alcedo atthis,Common Kingfisher,2025-05-03,"Trail 1, Margalla Hills",/images/common_kingfisher.jpg,Observed feeding near water source.
OBS0923,Pavo cristatus,Indian Peafowl,2025-05-14,Pir Sohawa,/images/indian_peafowl.jpg,Unusual behavior noted—possibly nesting.
OBS0924,Manis crassicaudata,Indian Pangolin,2025-05-04,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Flock moving in coordinated pattern.
OBS0925,Manis crassicaudata,Indian Pangolin,2025-05-14,Pir Sohawa,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Noticed in canopy while birdwatching.
OBS0926,Herpestes edwardsii,Indian Grey Mongoose,2025-05-15,Faisal Mosque,/images/indian_grey_mongoose.jpg,Observed feeding near water source.
OBS0927,Strix aluco,Tawny Owl,2025-05-07,"Trail 1, Margalla Hills",/images/tawny_owl.jpg,Observed feeding near water source.
OBS0928,Panthera pardus,Common Leopard,2025-05-14,"Trail 1, Margalla Hills",/images/common_leopard.jpg,Observed feeding near water source.
OBS0929,Panthera pardus,Common Leopard,2025-05-10,Islamabad University Forest Area,/images/common_leopard.jpg,Flock moving in coordinated pattern.
OBS0930,Phoenicurus ochruros,Black Redstart,2025-05-02,"Trail 4, Margalla Hills",/images/black_redstart.jpg,Rare sighting for this time of year.
OBS0931,Herpestes edwardsii,Indian Grey Mongoose,2025-05-14,Shah Allah Ditta Caves,/images/indian_grey_mongoose.jpg,Seen basking in sun near rocks.
OBS0932,Milvus migrans,Black Kite,2025-05-14,Rawal Dam,/images/black_kite.jpg,Rare sighting for this time of year.
OBS0933,Dendrocygna javanica,Lesser Whistling Duck,2025-05-03,"Trail 1, Margalla Hills",/images/lesser_whistling_duck.jpg,Seen basking in sun near rocks.
OBS0934,Panthera pardus,Common Leopard,2025-05-14,Shakarparian Hills,/images/common_leopard.jpg,Rare sighting for this time of year.
OBS0935,Naja naja,Indian Cobra,2025-05-09,Islamabad University Forest Area,/images/indian_cobra.jpg,Frequent visitor to the area.
OBS0936,Axis axis,Chital Deer,2025-05-03,"Trail 1, Margalla Hills",/images/chital_deer.jpg,Flock moving in coordinated pattern.
OBS0937,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-16,Rawal Lake,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Frequent visitor to the area.
OBS0938,Aquila rapax,Tawny Eagle,2025-05-08,Faisal Mosque,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Spotted during early morning hike.
OBS0939,Axis axis,Chital Deer,2025-05-05,Daman-e-Koh,/images/chital_deer.jpg,Seen basking in sun near rocks.
OBS0940,Panthera pardus,Common Leopard,2025-05-14,Rawal Dam,/images/common_leopard.jpg,Frequent visitor to the area.
OBS0941,Ovis vignei,Urial,2025-05-12,Shakarparian Hills,/images/urial.jpg,Frequent visitor to the area.
OBS0942,Tragelaphus scriptus,Bushbuck,2025-05-05,Daman-e-Koh,/images/bushbuck.jpg,Unusual behavior noted—possibly nesting.
OBS0943,Felis chaus,Jungle Cat,2025-05-05,"Trail 1, Margalla Hills",/images/jungle_cat.jpg,Seen basking in sun near rocks.
OBS0944,Phoenicurus ochruros,Black Redstart,2025-05-16,Islamabad University Forest Area,/images/black_redstart.jpg,Frequent visitor to the area.
OBS0945,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-09,Islamabad University Forest Area,/images/asian_palm_civet.jpg,Frequent visitor to the area.
OBS0946,Lutra lutra,Eurasian Otter,2025-05-07,"Trail 2, Margalla Hills",/images/eurasian_otter.jpg,Frequent visitor to the area.
OBS0947,Axis axis,Chital Deer,2025-05-06,Daman-e-Koh,/images/chital_deer.jpg,Noticed in canopy while birdwatching.
OBS0948,Phoenicurus ochruros,Black Redstart,2025-05-02,"Trail 3, Margalla Hills",/images/black_redstart.jpg,Rare sighting for this time of year.
OBS0949,Pavo cristatus,Indian Peafowl,2025-05-13,Zoo vicinity,/images/indian_peafowl.jpg,Observed with juvenile(s) nearby.
OBS0950,Axis axis,Chital Deer,2025-05-09,Rawal Dam,/images/chital_deer.jpg,Unusual behavior noted—possibly nesting.
OBS0951,Naja naja,Indian Cobra,2025-05-05,Pir Sohawa,/images/indian_cobra.jpg,Observed with juvenile(s) nearby.
OBS0952,Hirundo rustica,Barn Swallow,2025-05-05,Shah Allah Ditta Caves,/images/barn_swallow.jpg,Spotted during early morning hike.
OBS0953,Lutra lutra,Eurasian Otter,2025-05-14,Pir Sohawa,/images/eurasian_otter.jpg,Seen basking in sun near rocks.
OBS0954,Macaca mulatta,Rhesus Macaque,2025-05-09,Saidpur Village,/images/rhesus_macaque.jpg,Frequent visitor to the area.
OBS0955,Columba livia,Rock Pigeon,2025-05-01,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Unusual behavior noted—possibly nesting.
OBS0956,Psittacula krameri,Rose-ringed Parakeet,2025-05-11,Daman-e-Koh,/images/rose-ringed_parakeet.jpg,Unusual behavior noted—possibly nesting.
OBS0957,Columba livia,Rock Pigeon,2025-05-16,Islamabad University Forest Area,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Frequent visitor to the area.
OBS0958,Milvus migrans,Black Kite,2025-05-03,Rawal Dam,/images/black_kite.jpg,Rare sighting for this time of year.
OBS0959,Naja naja,Indian Cobra,2025-05-06,Islamabad University Forest Area,/images/indian_cobra.jpg,Unusual behavior noted—possibly nesting.
OBS0960,Herpestes edwardsii,Indian Grey Mongoose,2025-05-10,Islamabad University Forest Area,/images/indian_grey_mongoose.jpg,Unusual behavior noted—possibly nesting.
OBS0961,Canis aureus,Golden Jackal,2025-05-11,Daman-e-Koh,/images/golden_jackal.jpg,Heard distinctive call before visual.
OBS0962,Phoenicurus ochruros,Black Redstart,2025-05-03,Islamabad University Forest Area,/images/black_redstart.jpg,Rare sighting for this time of year.
OBS0963,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-08,"Trail 4, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Flock moving in coordinated pattern.
OBS0964,Francolinus pondicerianus,Grey Francolin,2025-05-05,Rawal Lake,/images/grey_francolin.jpg,Rare sighting for this time of year.
OBS0965,Alcedo atthis,Common Kingfisher,2025-05-09,Zoo vicinity,/images/common_kingfisher.jpg,Observed with juvenile(s) nearby.
OBS0966,Strix aluco,Tawny Owl,2025-05-10,"Trail 3, Margalla Hills",/images/tawny_owl.jpg,Frequent visitor to the area.
OBS0967,Tragelaphus scriptus,Bushbuck,2025-05-11,Faisal Mosque,/images/bushbuck.jpg,Flock moving in coordinated pattern.
OBS0968,Phoenicurus ochruros,Black Redstart,2025-05-06,Rawal Lake,/images/black_redstart.jpg,Heard distinctive call before visual.
OBS0969,Pavo cristatus,Indian Peafowl,2025-05-02,Rawal Dam,/images/indian_peafowl.jpg,Flock moving in coordinated pattern.
OBS0970,Milvus migrans,Black Kite,2025-05-11,"Trail 2, Margalla Hills",/images/black_kite.jpg,Observed with juvenile(s) nearby.
OBS0971,Buceros bicornis,Great Hornbill,2025-05-09,Islamabad University Forest Area,/images/great_hornbill.jpg,Observed with juvenile(s) nearby.
OBS0972,Lutra lutra,Eurasian Otter,2025-05-09,Shakarparian Hills,/images/eurasian_otter.jpg,Unusual behavior noted—possibly nesting.
OBS0973,Alcedo atthis,Common Kingfisher,2025-05-07,Daman-e-Koh,/images/common_kingfisher.jpg,Seen basking in sun near rocks.
OBS0974,Naja naja,Indian Cobra,2025-05-16,Saidpur Village,/images/indian_cobra.jpg,Noticed in canopy while birdwatching.
OBS0975,Macaca mulatta,Rhesus Macaque,2025-05-06,Pir Sohawa,/images/rhesus_macaque.jpg,Noticed in canopy while birdwatching.
OBS0976,Milvus migrans,Black Kite,2025-05-03,"Trail 4, Margalla Hills",/images/black_kite.jpg,Observed feeding near water source.
OBS0977,Columba livia,Rock Pigeon,2025-05-14,Rawal Dam,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Observed with juvenile(s) nearby.
OBS0978,Axis axis,Chital Deer,2025-05-03,Pir Sohawa,/images/chital_deer.jpg,Heard distinctive call before visual.
OBS0979,Felis chaus,Jungle Cat,2025-05-04,Rawal Lake,/images/jungle_cat.jpg,Unusual behavior noted—possibly nesting.
OBS0980,Ovis vignei,Urial,2025-05-15,"Trail 4, Margalla Hills",/images/urial.jpg,Frequent visitor to the area.
OBS0981,Hystrix indica,Indian Crested Porcupine,2025-05-12,Shakarparian Hills,/images/indian_crested_porcupine.jpg,Observed with juvenile(s) nearby.
OBS0982,Hirundo rustica,Barn Swallow,2025-05-01,Pir Sohawa,/images/barn_swallow.jpg,Seen basking in sun near rocks.
OBS0983,Gyps bengalensis,White-rumped Vulture,2025-05-16,"Trail 3, Margalla Hills",/images/white-rumped_vulture.jpg,Rare sighting for this time of year.
OBS0984,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-07,Pir Sohawa,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Noticed in canopy while birdwatching.
OBS0985,Panthera pardus,Common Leopard,2025-05-14,Shakarparian Hills,/images/common_leopard.jpg,Noticed in canopy while birdwatching.
OBS0986,Macaca mulatta,Rhesus Macaque,2025-05-04,Faisal Mosque,/images/rhesus_macaque.jpg,Heard distinctive call before visual.
OBS0987,Francolinus pondicerianus,Grey Francolin,2025-05-09,Saidpur Village,/images/grey_francolin.jpg,Flock moving in coordinated pattern.
OBS0988,Naja naja,Indian Cobra,2025-05-06,Rawal Lake,/images/indian_cobra.jpg,Flock moving in coordinated pattern.
OBS0989,Manis crassicaudata,Indian Pangolin,2025-05-01,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Seen basking in sun near rocks.
OBS0990,Ceryle rudis,Pied Kingfisher,2025-05-11,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Unusual behavior noted—possibly nesting.
OBS0991,Columba livia,Rock Pigeon,2025-05-15,Rawal Lake,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Unusual behavior noted—possibly nesting.
OBS0992,Gyps bengalensis,White-rumped Vulture,2025-05-15,Shakarparian Hills,/images/white-rumped_vulture.jpg,Observed with juvenile(s) nearby.
OBS0993,Columba livia,Rock Pigeon,2025-05-03,Zoo vicinity,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Frequent visitor to the area.
OBS0994,Hystrix indica,Indian Crested Porcupine,2025-05-02,Pir Sohawa,/images/indian_crested_porcupine.jpg,Observed with juvenile(s) nearby.
OBS0995,Canis aureus,Golden Jackal,2025-05-04,Rawal Dam,/images/golden_jackal.jpg,Observed feeding near water source.
OBS0996,Felis chaus,Jungle Cat,2025-05-06,Shakarparian Hills,/images/jungle_cat.jpg,Seen basking in sun near rocks.
OBS0997,Pavo cristatus,Indian Peafowl,2025-05-10,Saidpur Village,/images/indian_peafowl.jpg,Observed with juvenile(s) nearby.
OBS0998,Ovis vignei,Urial,2025-05-01,Zoo vicinity,/images/urial.jpg,Flock moving in coordinated pattern.
OBS0999,Canis aureus,Golden Jackal,2025-05-06,Rawal Dam,/images/golden_jackal.jpg,Heard distinctive call before visual.
OBS1000,Milvus migrans,Black Kite,2025-05-08,Zoo vicinity,/images/black_kite.jpg,Unusual behavior noted—possibly nesting.
OBS1001,Gyps bengalensis,White-rumped Vulture,2025-05-16,Faisal Mosque,/images/white-rumped_vulture.jpg,Observed feeding near water source.
OBS1002,Naja naja,Indian Cobra,2025-05-01,Shah Allah Ditta Caves,/images/indian_cobra.jpg,Flock moving in coordinated pattern.
OBS1003,Tragelaphus scriptus,Bushbuck,2025-05-10,Zoo vicinity,/images/bushbuck.jpg,Heard distinctive call before visual.
OBS1004,Panthera pardus,Common Leopard,2025-05-06,Rawal Dam,/images/common_leopard.jpg,Rare sighting for this time of year.
OBS1005,Columba livia,Rock Pigeon,2025-05-04,Rawal Dam,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Rare sighting for this time of year.
OBS1006,Francolinus pondicerianus,Grey Francolin,2025-05-16,"Trail 1, Margalla Hills",/images/grey_francolin.jpg,Noticed in canopy while birdwatching.
OBS1007,Milvus migrans,Black Kite,2025-05-13,Shakarparian Hills,/images/black_kite.jpg,Frequent visitor to the area.
OBS1008,Tragelaphus scriptus,Bushbuck,2025-05-04,Saidpur Village,/images/bushbuck.jpg,Heard distinctive call before visual.
OBS1009,Alcedo atthis,Common Kingfisher,2025-05-01,Pir Sohawa,/images/common_kingfisher.jpg,Spotted during early morning hike.
OBS1010,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-15,"Trail 2, Margalla Hills",/images/asian_palm_civet.jpg,Noticed in canopy while birdwatching.
OBS1011,Pavo cristatus,Indian Peafowl,2025-05-05,Faisal Mosque,/images/indian_peafowl.jpg,Unusual behavior noted—possibly nesting.
OBS1012,Felis chaus,Jungle Cat,2025-05-11,Shakarparian Hills,/images/jungle_cat.jpg,Unusual behavior noted—possibly nesting.
OBS1013,Phoenicurus ochruros,Black Redstart,2025-05-05,"Trail 4, Margalla Hills",/images/black_redstart.jpg,Seen basking in sun near rocks.
OBS1014,Milvus migrans,Black Kite,2025-05-03,"Trail 4, Margalla Hills",/images/black_kite.jpg,Observed feeding near water source.
OBS1015,Columba livia,Rock Pigeon,2025-05-01,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Observed with juvenile(s) nearby.
OBS1016,Columba livia,Rock Pigeon,2025-05-09,Faisal Mosque,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Frequent visitor to the area.
OBS1017,Francolinus pondicerianus,Grey Francolin,2025-05-09,Daman-e-Koh,/images/grey_francolin.jpg,Frequent visitor to the area.
OBS1018,Naja naja,Indian Cobra,2025-05-09,Daman-e-Koh,/images/indian_cobra.jpg,Heard distinctive call before visual.
OBS1019,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-12,Shakarparian Hills,/images/asian_palm_civet.jpg,Spotted during early morning hike.
OBS1020,Hystrix indica,Indian Crested Porcupine,2025-05-12,"Trail 2, Margalla Hills",/images/indian_crested_porcupine.jpg,Noticed in canopy while birdwatching.
OBS1021,Naja naja,Indian Cobra,2025-05-07,Rawal Dam,/images/indian_cobra.jpg,Unusual behavior noted—possibly nesting.
OBS1022,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-12,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Flock moving in coordinated pattern.
OBS1023,Axis axis,Chital Deer,2025-05-07,Rawal Dam,/images/chital_deer.jpg,Rare sighting for this time of year.
OBS1024,Columba livia,Rock Pigeon,2025-05-11,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Seen basking in sun near rocks.
OBS1025,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-03,"Trail 3, Margalla Hills",/images/asian_palm_civet.jpg,Observed feeding near water source.
OBS1026,Hystrix indica,Indian Crested Porcupine,2025-05-06,Rawal Dam,/images/indian_crested_porcupine.jpg,Observed feeding near water source.
OBS1027,Manis crassicaudata,Indian Pangolin,2025-05-08,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Unusual behavior noted—possibly nesting.
OBS1028,Psittacula krameri,Rose-ringed Parakeet,2025-05-07,Shakarparian Hills,/images/rose-ringed_parakeet.jpg,Rare sighting for this time of year.
OBS1029,Tragelaphus scriptus,Bushbuck,2025-05-14,Daman-e-Koh,/images/bushbuck.jpg,Rare sighting for this time of year.
OBS1030,Tragelaphus scriptus,Bushbuck,2025-05-04,"Trail 3, Margalla Hills",/images/bushbuck.jpg,Heard distinctive call before visual.
OBS1031,Aquila rapax,Tawny Eagle,2025-05-04,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Observed with juvenile(s) nearby.
OBS1032,Psittacula krameri,Rose-ringed Parakeet,2025-05-06,Rawal Dam,/images/rose-ringed_parakeet.jpg,Observed with juvenile(s) nearby.
OBS1033,Ovis vignei,Urial,2025-05-12,"Trail 3, Margalla Hills",/images/urial.jpg,Frequent visitor to the area.
OBS1034,Axis axis,Chital Deer,2025-05-12,Zoo vicinity,/images/chital_deer.jpg,Seen basking in sun near rocks.
OBS1035,Ovis vignei,Urial,2025-05-15,Shakarparian Hills,/images/urial.jpg,Observed with juvenile(s) nearby.
OBS1036,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-06,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Frequent visitor to the area.
OBS1037,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-07,Rawal Lake,/images/asian_palm_civet.jpg,Spotted during early morning hike.
OBS1038,Axis axis,Chital Deer,2025-05-04,Pir Sohawa,/images/chital_deer.jpg,Unusual behavior noted—possibly nesting.
OBS1039,Columba livia,Rock Pigeon,2025-05-01,"Trail 4, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Unusual behavior noted—possibly nesting.
OBS1040,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-15,Rawal Lake,/images/asian_palm_civet.jpg,Rare sighting for this time of year.
OBS1041,Strix aluco,Tawny Owl,2025-05-06,Islamabad University Forest Area,/images/tawny_owl.jpg,Observed feeding near water source.
OBS1042,Aythya fuligula,Tufted Duck,2025-05-03,"Trail 4, Margalla Hills",/images/tufted_duck.jpg,Observed with juvenile(s) nearby.
OBS1043,Alcedo atthis,Common Kingfisher,2025-05-12,Rawal Dam,/images/common_kingfisher.jpg,Observed with juvenile(s) nearby.
OBS1044,Canis aureus,Golden Jackal,2025-05-15,"Trail 3, Margalla Hills",/images/golden_jackal.jpg,Heard distinctive call before visual.
OBS1045,Axis axis,Chital Deer,2025-05-13,"Trail 3, Margalla Hills",/images/chital_deer.jpg,Flock moving in coordinated pattern.
OBS1046,Panthera pardus,Common Leopard,2025-05-02,"Trail 1, Margalla Hills",/images/common_leopard.jpg,Heard distinctive call before visual.
OBS1047,Phoenicurus ochruros,Black Redstart,2025-05-08,Faisal Mosque,/images/black_redstart.jpg,Observed with juvenile(s) nearby.
OBS1048,Dendrocygna javanica,Lesser Whistling Duck,2025-05-16,Rawal Lake,/images/lesser_whistling_duck.jpg,Noticed in canopy while birdwatching.
OBS1049,Strix aluco,Tawny Owl,2025-05-07,Rawal Dam,/images/tawny_owl.jpg,Observed with juvenile(s) nearby.
